Player,variable,deciles,type_variable
M. Pašalić,Touches in box per 90,90,Chance creation
M. Pašalić,Progressive runs per 90,43,Buildup
M. Pašalić,Dribbles per 90,12,Chance creation
M. Pašalić,Back passes per 90,39,Positioning
M. Pašalić,Interceptions per 90,20,Defense
M. Pašalić,Shots blocked per 90,42,Defense
M. Pašalić,Fouls per 90,82,Defense
H. Traoré,Passes to final third per 90,51,Buildup
H. Traoré,Progressive passes per 90,27,Buildup
H. Traoré,Lateral passes per 90,71,Positioning
H. Traoré,Long passes per 90,20,Buildup
H. Traoré,Shots per 90,79,Positioning
H. Traoré,Touches in box per 90,83,Chance creation
H. Traoré,Progressive runs per 90,65,Buildup
H. Traoré,Dribbles per 90,72,Chance creation
H. Traoré,Back passes per 90,66,Positioning
H. Traoré,Interceptions per 90,34,Defense
H. Traoré,Shots blocked per 90,30,Defense
H. Traoré,Fouls per 90,61,Defense
W. McKennie,Passes to final third per 90,32,Buildup
W. McKennie,Progressive passes per 90,19,Buildup
W. McKennie,Lateral passes per 90,74,Positioning
W. McKennie,Long passes per 90,51,Buildup
W. McKennie,Shots per 90,37,Positioning
W. McKennie,Touches in box per 90,93,Chance creation
W. McKennie,Progressive runs per 90,26,Buildup
W. McKennie,Dribbles per 90,6,Chance creation
W. McKennie,Back passes per 90,82,Positioning
W. McKennie,Interceptions per 90,88,Defense
W. McKennie,Shots blocked per 90,94,Defense
W. McKennie,Fouls per 90,99,Defense
A. Saelemaekers,Passes to final third per 90,9,Buildup
A. Saelemaekers,Progressive passes per 90,44,Buildup
A. Saelemaekers,Lateral passes per 90,55,Positioning
A. Saelemaekers,Long passes per 90,5,Buildup
A. Saelemaekers,Shots per 90,30,Positioning
A. Saelemaekers,Touches in box per 90,65,Chance creation
A. Saelemaekers,Progressive runs per 90,30,Buildup
A. Saelemaekers,Dribbles per 90,60,Chance creation
A. Saelemaekers,Back passes per 90,91,Positioning
A. Saelemaekers,Interceptions per 90,77,Defense
A. Saelemaekers,Shots blocked per 90,26,Defense
A. Saelemaekers,Fouls per 90,64,Defense
J. Boga,Passes to final third per 90,2,Buildup
J. Boga,Progressive passes per 90,2,Buildup
J. Boga,Lateral passes per 90,35,Positioning
J. Boga,Long passes per 90,2,Buildup
J. Boga,Shots per 90,53,Positioning
J. Boga,Touches in box per 90,89,Chance creation
J. Boga,Progressive runs per 90,100,Buildup
J. Boga,Dribbles per 90,100,Chance creation
J. Boga,Back passes per 90,96,Positioning
J. Boga,Interceptions per 90,11,Defense
J. Boga,Shots blocked per 90,18,Defense
J. Boga,Fouls per 90,5,Defense
M. Pessina,Passes to final third per 90,94,Buildup
M. Pessina,Progressive passes per 90,83,Buildup
M. Pessina,Lateral passes per 90,98,Positioning
M. Pessina,Long passes per 90,63,Buildup
M. Pessina,Shots per 90,24,Positioning
M. Pessina,Touches in box per 90,80,Chance creation
M. Pessina,Progressive runs per 90,5,Buildup
M. Pessina,Dribbles per 90,38,Chance creation
M. Pessina,Back passes per 90,40,Positioning
M. Pessina,Interceptions per 90,62,Defense
M. Pessina,Shots blocked per 90,59,Defense
M. Pessina,Fouls per 90,62,Defense
S. Lukić,Passes to final third per 90,27,Buildup
S. Lukić,Progressive passes per 90,33,Buildup
S. Lukić,Lateral passes per 90,49,Positioning
S. Lukić,Long passes per 90,13,Buildup
S. Lukić,Shots per 90,10,Positioning
S. Lukić,Touches in box per 90,22,Chance creation
S. Lukić,Progressive runs per 90,61,Buildup
S. Lukić,Dribbles per 90,32,Chance creation
S. Lukić,Back passes per 90,45,Positioning
S. Lukić,Interceptions per 90,61,Defense
S. Lukić,Shots blocked per 90,93,Defense
S. Lukić,Fouls per 90,94,Defense
M. Barrow,Passes to final third per 90,42,Buildup
M. Barrow,Progressive passes per 90,42,Buildup
M. Barrow,Lateral passes per 90,60,Positioning
M. Barrow,Long passes per 90,72,Buildup
M. Barrow,Shots per 90,94,Positioning
M. Barrow,Touches in box per 90,86,Chance creation
M. Barrow,Progressive runs per 90,79,Buildup
M. Barrow,Dribbles per 90,80,Chance creation
M. Barrow,Back passes per 90,43,Positioning
M. Barrow,Interceptions per 90,31,Defense
M. Barrow,Shots blocked per 90,53,Defense
M. Barrow,Fouls per 90,11,Defense
G. Castrovilli,Passes to final third per 90,34,Buildup
G. Castrovilli,Progressive passes per 90,30,Buildup
G. Castrovilli,Lateral passes per 90,20,Positioning
G. Castrovilli,Long passes per 90,44,Buildup
G. Castrovilli,Shots per 90,31,Positioning
G. Castrovilli,Touches in box per 90,48,Chance creation
G. Castrovilli,Progressive runs per 90,75,Buildup
G. Castrovilli,Dribbles per 90,73,Chance creation
G. Castrovilli,Back passes per 90,12,Positioning
G. Castrovilli,Interceptions per 90,73,Defense
G. Castrovilli,Shots blocked per 90,63,Defense
G. Castrovilli,Fouls per 90,83,Defense
G. Caprari,Passes to final third per 90,19,Buildup
G. Caprari,Progressive passes per 90,23,Buildup
G. Caprari,Lateral passes per 90,22,Positioning
G. Caprari,Long passes per 90,21,Buildup
G. Caprari,Shots per 90,82,Positioning
G. Caprari,Touches in box per 90,75,Chance creation
G. Caprari,Progressive runs per 90,85,Buildup
G. Caprari,Dribbles per 90,96,Chance creation
G. Caprari,Back passes per 90,48,Positioning
G. Caprari,Interceptions per 90,66,Defense
G. Caprari,Shots blocked per 90,30,Defense
G. Caprari,Fouls per 90,50,Defense
Samu Castillejo,Passes to final third per 90,16,Buildup
Samu Castillejo,Progressive passes per 90,34,Buildup
Samu Castillejo,Lateral passes per 90,64,Positioning
Samu Castillejo,Long passes per 90,19,Buildup
Samu Castillejo,Shots per 90,50,Positioning
Samu Castillejo,Touches in box per 90,65,Chance creation
Samu Castillejo,Progressive runs per 90,68,Buildup
Samu Castillejo,Dribbles per 90,89,Chance creation
Samu Castillejo,Back passes per 90,76,Positioning
Samu Castillejo,Interceptions per 90,35,Defense
Samu Castillejo,Shots blocked per 90,18,Defense
Samu Castillejo,Fouls per 90,93,Defense
R. Orsolini,Passes to final third per 90,27,Buildup
R. Orsolini,Progressive passes per 90,77,Buildup
R. Orsolini,Lateral passes per 90,54,Positioning
R. Orsolini,Long passes per 90,66,Buildup
R. Orsolini,Shots per 90,97,Positioning
R. Orsolini,Touches in box per 90,81,Chance creation
R. Orsolini,Progressive runs per 90,70,Buildup
R. Orsolini,Dribbles per 90,88,Chance creation
R. Orsolini,Back passes per 90,19,Positioning
R. Orsolini,Interceptions per 90,61,Defense
R. Orsolini,Shots blocked per 90,72,Defense
R. Orsolini,Fouls per 90,50,Defense
G. Maggiore,Passes to final third per 90,73,Buildup
G. Maggiore,Progressive passes per 90,30,Buildup
G. Maggiore,Lateral passes per 90,22,Positioning
G. Maggiore,Long passes per 90,78,Buildup
G. Maggiore,Shots per 90,36,Positioning
G. Maggiore,Touches in box per 90,71,Chance creation
G. Maggiore,Progressive runs per 90,19,Buildup
G. Maggiore,Dribbles per 90,45,Chance creation
G. Maggiore,Back passes per 90,29,Positioning
G. Maggiore,Interceptions per 90,69,Defense
G. Maggiore,Shots blocked per 90,95,Defense
G. Maggiore,Fouls per 90,99,Defense
R. Pereyra,Passes to final third per 90,55,Buildup
R. Pereyra,Progressive passes per 90,43,Buildup
R. Pereyra,Lateral passes per 90,72,Positioning
R. Pereyra,Long passes per 90,18,Buildup
R. Pereyra,Shots per 90,13,Positioning
R. Pereyra,Touches in box per 90,82,Chance creation
R. Pereyra,Progressive runs per 90,69,Buildup
R. Pereyra,Dribbles per 90,50,Chance creation
R. Pereyra,Back passes per 90,62,Positioning
R. Pereyra,Interceptions per 90,64,Defense
R. Pereyra,Shots blocked per 90,89,Defense
R. Pereyra,Fouls per 90,52,Defense
H. Hateboer,Passes to final third per 90,22,Buildup
H. Hateboer,Progressive passes per 90,92,Buildup
H. Hateboer,Lateral passes per 90,80,Positioning
H. Hateboer,Long passes per 90,36,Buildup
H. Hateboer,Shots per 90,39,Positioning
H. Hateboer,Touches in box per 90,84,Chance creation
H. Hateboer,Progressive runs per 90,57,Buildup
H. Hateboer,Dribbles per 90,1,Chance creation
H. Hateboer,Back passes per 90,75,Positioning
H. Hateboer,Interceptions per 90,25,Defense
H. Hateboer,Shots blocked per 90,30,Defense
H. Hateboer,Fouls per 90,37,Defense
R. Soriano,Passes to final third per 90,78,Buildup
R. Soriano,Progressive passes per 90,79,Buildup
R. Soriano,Lateral passes per 90,67,Positioning
R. Soriano,Long passes per 90,38,Buildup
R. Soriano,Shots per 90,48,Positioning
R. Soriano,Touches in box per 90,61,Chance creation
R. Soriano,Progressive runs per 90,67,Buildup
R. Soriano,Dribbles per 90,13,Chance creation
R. Soriano,Back passes per 90,31,Positioning
R. Soriano,Interceptions per 90,51,Defense
R. Soriano,Shots blocked per 90,84,Defense
R. Soriano,Fouls per 90,96,Defense
E. Vignato,Passes to final third per 90,85,Buildup
E. Vignato,Progressive passes per 90,100,Buildup
E. Vignato,Lateral passes per 90,87,Positioning
E. Vignato,Long passes per 90,66,Buildup
E. Vignato,Shots per 90,47,Positioning
E. Vignato,Touches in box per 90,39,Chance creation
E. Vignato,Progressive runs per 90,81,Buildup
E. Vignato,Dribbles per 90,78,Chance creation
E. Vignato,Back passes per 90,53,Positioning
E. Vignato,Interceptions per 90,29,Defense
E. Vignato,Shots blocked per 90,42,Defense
E. Vignato,Fouls per 90,36,Defense
F. Đuričić,Passes to final third per 90,14,Buildup
F. Đuričić,Progressive passes per 90,13,Buildup
F. Đuričić,Lateral passes per 90,51,Positioning
F. Đuričić,Long passes per 90,1,Buildup
F. Đuričić,Shots per 90,84,Positioning
F. Đuričić,Touches in box per 90,94,Chance creation
F. Đuričić,Progressive runs per 90,89,Buildup
F. Đuričić,Dribbles per 90,62,Chance creation
F. Đuričić,Back passes per 90,76,Positioning
F. Đuričić,Interceptions per 90,13,Defense
F. Đuričić,Shots blocked per 90,26,Defense
F. Đuričić,Fouls per 90,99,Defense
G. Bonaventura,Passes to final third per 90,62,Buildup
G. Bonaventura,Progressive passes per 90,41,Buildup
G. Bonaventura,Lateral passes per 90,66,Positioning
G. Bonaventura,Long passes per 90,71,Buildup
G. Bonaventura,Shots per 90,59,Positioning
G. Bonaventura,Touches in box per 90,16,Chance creation
G. Bonaventura,Progressive runs per 90,45,Buildup
G. Bonaventura,Dribbles per 90,40,Chance creation
G. Bonaventura,Back passes per 90,66,Positioning
G. Bonaventura,Interceptions per 90,78,Defense
G. Bonaventura,Shots blocked per 90,48,Defense
G. Bonaventura,Fouls per 90,77,Defense
Pedro,Passes to final third per 90,49,Buildup
Pedro,Progressive passes per 90,57,Buildup
Pedro,Lateral passes per 90,78,Positioning
Pedro,Long passes per 90,66,Buildup
Pedro,Shots per 90,83,Positioning
Pedro,Touches in box per 90,81,Chance creation
Pedro,Progressive runs per 90,81,Buildup
Pedro,Dribbles per 90,66,Chance creation
Pedro,Back passes per 90,52,Positioning
Pedro,Interceptions per 90,14,Defense
Pedro,Shots blocked per 90,18,Defense
Pedro,Fouls per 90,78,Defense
E. Gyasi,Passes to final third per 90,1,Buildup
E. Gyasi,Progressive passes per 90,1,Buildup
E. Gyasi,Lateral passes per 90,6,Positioning
E. Gyasi,Long passes per 90,4,Buildup
E. Gyasi,Shots per 90,12,Positioning
E. Gyasi,Touches in box per 90,80,Chance creation
E. Gyasi,Progressive runs per 90,51,Buildup
E. Gyasi,Dribbles per 90,24,Chance creation
E. Gyasi,Back passes per 90,94,Positioning
E. Gyasi,Interceptions per 90,6,Defense
E. Gyasi,Shots blocked per 90,22,Defense
E. Gyasi,Fouls per 90,96,Defense
J. Kurtič,Passes to final third per 90,72,Buildup
J. Kurtič,Progressive passes per 90,81,Buildup
J. Kurtič,Lateral passes per 90,94,Positioning
J. Kurtič,Long passes per 90,93,Buildup
J. Kurtič,Shots per 90,21,Positioning
J. Kurtič,Touches in box per 90,11,Chance creation
J. Kurtič,Progressive runs per 90,28,Buildup
J. Kurtič,Dribbles per 90,17,Chance creation
J. Kurtič,Back passes per 90,63,Positioning
J. Kurtič,Interceptions per 90,75,Defense
J. Kurtič,Shots blocked per 90,37,Defense
J. Kurtič,Fouls per 90,76,Defense
R. Insigne,Passes to final third per 90,11,Buildup
R. Insigne,Progressive passes per 90,30,Buildup
R. Insigne,Lateral passes per 90,48,Positioning
R. Insigne,Long passes per 90,36,Buildup
R. Insigne,Shots per 90,71,Positioning
R. Insigne,Touches in box per 90,84,Chance creation
R. Insigne,Progressive runs per 90,37,Buildup
R. Insigne,Dribbles per 90,47,Chance creation
R. Insigne,Back passes per 90,73,Positioning
R. Insigne,Interceptions per 90,18,Defense
R. Insigne,Shots blocked per 90,19,Defense
R. Insigne,Fouls per 90,21,Defense
V. Verre,Passes to final third per 90,98,Buildup
V. Verre,Progressive passes per 90,72,Buildup
V. Verre,Lateral passes per 90,73,Positioning
V. Verre,Long passes per 90,99,Buildup
V. Verre,Shots per 90,71,Positioning
V. Verre,Touches in box per 90,66,Chance creation
V. Verre,Progressive runs per 90,46,Buildup
V. Verre,Dribbles per 90,39,Chance creation
V. Verre,Back passes per 90,64,Positioning
V. Verre,Interceptions per 90,47,Defense
V. Verre,Shots blocked per 90,81,Defense
V. Verre,Fouls per 90,97,Defense
N. Sansone,Passes to final third per 90,21,Buildup
N. Sansone,Progressive passes per 90,52,Buildup
N. Sansone,Lateral passes per 90,57,Positioning
N. Sansone,Long passes per 90,28,Buildup
N. Sansone,Shots per 90,87,Positioning
N. Sansone,Touches in box per 90,95,Chance creation
N. Sansone,Progressive runs per 90,80,Buildup
N. Sansone,Dribbles per 90,96,Chance creation
N. Sansone,Back passes per 90,48,Positioning
N. Sansone,Interceptions per 90,37,Defense
N. Sansone,Shots blocked per 90,43,Defense
N. Sansone,Fouls per 90,89,Defense
A. Benali,Passes to final third per 90,86,Buildup
A. Benali,Progressive passes per 90,85,Buildup
A. Benali,Lateral passes per 90,96,Positioning
A. Benali,Long passes per 90,70,Buildup
A. Benali,Shots per 90,9,Positioning
A. Benali,Touches in box per 90,27,Chance creation
A. Benali,Progressive runs per 90,4,Buildup
A. Benali,Dribbles per 90,12,Chance creation
A. Benali,Back passes per 90,74,Positioning
A. Benali,Interceptions per 90,72,Defense
A. Benali,Shots blocked per 90,73,Defense
A. Benali,Fouls per 90,32,Defense
D. Foulon,Passes to final third per 90,63,Buildup
D. Foulon,Progressive passes per 90,94,Buildup
D. Foulon,Lateral passes per 90,6,Positioning
D. Foulon,Long passes per 90,77,Buildup
D. Foulon,Shots per 90,1,Positioning
D. Foulon,Touches in box per 90,1,Chance creation
D. Foulon,Progressive runs per 90,30,Buildup
D. Foulon,Dribbles per 90,17,Chance creation
D. Foulon,Back passes per 90,12,Positioning
D. Foulon,Interceptions per 90,99,Defense
D. Foulon,Shots blocked per 90,94,Defense
D. Foulon,Fouls per 90,70,Defense
Y. Gervinho,Passes to final third per 90,2,Buildup
Y. Gervinho,Progressive passes per 90,2,Buildup
Y. Gervinho,Lateral passes per 90,3,Positioning
Y. Gervinho,Long passes per 90,1,Buildup
Y. Gervinho,Shots per 90,47,Positioning
Y. Gervinho,Touches in box per 90,93,Chance creation
Y. Gervinho,Progressive runs per 90,96,Buildup
Y. Gervinho,Dribbles per 90,87,Chance creation
Y. Gervinho,Back passes per 90,45,Positioning
Y. Gervinho,Interceptions per 90,3,Defense
Y. Gervinho,Shots blocked per 90,26,Defense
Y. Gervinho,Fouls per 90,3,Defense
P. Hetemaj,Passes to final third per 90,58,Buildup
P. Hetemaj,Progressive passes per 90,66,Buildup
P. Hetemaj,Lateral passes per 90,48,Positioning
P. Hetemaj,Long passes per 90,67,Buildup
P. Hetemaj,Shots per 90,3,Positioning
P. Hetemaj,Touches in box per 90,6,Chance creation
P. Hetemaj,Progressive runs per 90,1,Buildup
P. Hetemaj,Dribbles per 90,15,Chance creation
P. Hetemaj,Back passes per 90,39,Positioning
P. Hetemaj,Interceptions per 90,95,Defense
P. Hetemaj,Shots blocked per 90,75,Defense
P. Hetemaj,Fouls per 90,86,Defense
G. Raspadori,Passes to final third per 90,7,Buildup
G. Raspadori,Progressive passes per 90,5,Buildup
G. Raspadori,Lateral passes per 90,44,Positioning
G. Raspadori,Long passes per 90,43,Buildup
G. Raspadori,Shots per 90,86,Positioning
G. Raspadori,Touches in box per 90,85,Chance creation
G. Raspadori,Progressive runs per 90,12,Buildup
G. Raspadori,Dribbles per 90,53,Chance creation
G. Raspadori,Back passes per 90,81,Positioning
G. Raspadori,Interceptions per 90,13,Defense
G. Raspadori,Shots blocked per 90,53,Defense
G. Raspadori,Fouls per 90,34,Defense
E. Elmas,Passes to final third per 90,53,Buildup
E. Elmas,Progressive passes per 90,19,Buildup
E. Elmas,Lateral passes per 90,59,Positioning
E. Elmas,Long passes per 90,5,Buildup
E. Elmas,Shots per 90,48,Positioning
E. Elmas,Touches in box per 90,66,Chance creation
E. Elmas,Progressive runs per 90,86,Buildup
E. Elmas,Dribbles per 90,35,Chance creation
E. Elmas,Back passes per 90,98,Positioning
E. Elmas,Interceptions per 90,37,Defense
E. Elmas,Shots blocked per 90,59,Defense
E. Elmas,Fouls per 90,69,Defense
M. Zaccagni,Passes to final third per 90,3,Buildup
M. Zaccagni,Progressive passes per 90,20,Buildup
M. Zaccagni,Lateral passes per 90,28,Positioning
M. Zaccagni,Long passes per 90,17,Buildup
M. Zaccagni,Shots per 90,36,Positioning
M. Zaccagni,Touches in box per 90,96,Chance creation
M. Zaccagni,Progressive runs per 90,97,Buildup
M. Zaccagni,Dribbles per 90,99,Chance creation
M. Zaccagni,Back passes per 90,84,Positioning
M. Zaccagni,Interceptions per 90,64,Defense
M. Zaccagni,Shots blocked per 90,49,Defense
M. Zaccagni,Fouls per 90,61,Defense
D. Udogie,Passes to final third per 90,11,Buildup
D. Udogie,Progressive passes per 90,29,Buildup
D. Udogie,Lateral passes per 90,2,Positioning
D. Udogie,Long passes per 90,6,Buildup
D. Udogie,Shots per 90,18,Positioning
D. Udogie,Touches in box per 90,57,Chance creation
D. Udogie,Progressive runs per 90,56,Buildup
D. Udogie,Dribbles per 90,54,Chance creation
D. Udogie,Back passes per 90,15,Positioning
D. Udogie,Interceptions per 90,96,Defense
D. Udogie,Shots blocked per 90,82,Defense
D. Udogie,Fouls per 90,63,Defense
D. Frattesi,Passes to final third per 90,62,Buildup
D. Frattesi,Progressive passes per 90,47,Buildup
D. Frattesi,Lateral passes per 90,74,Positioning
D. Frattesi,Long passes per 90,44,Buildup
D. Frattesi,Shots per 90,74,Positioning
D. Frattesi,Touches in box per 90,78,Chance creation
